Mary Baldwin College,Fighting Squirrels,Staunton,marybaldwin.edu
University of Mary Washington,Eagles,Fredericksburg,umw.edu
University of Maryland,Terrapins,College Park,umd.edu
"University of Maryland, Baltimore County",Retrievers,Catonsville,umbc.edu
Marywood University,Pacers,Scranton,marywood.edu
University of Massachusetts,UMass,Amherst,massachusetts.edu
University of Massachusetts Boston,Beacons,Dorchester,umb.edu
University of Massachusetts Lowell,River Hawks,Lowell,uml.edu
Massachusetts Institute of Technology,Engineers,Cambridge,web.mit.edu
The Master's University,Mustangs,Santa Clarita,masters.edu
McDaniel College,Westminster,mcdaniel.edu
McNeese State University,Cowboys,Cowgirls,Lake Charles,mcneese.edu
McMurry University,War Hawks,Abilene,mcm.edu
McPherson College,Bulldogs,McPherson,mcpherson.edu
Medaille College,Mavericks,Buffalo,medaille.edu
University of Memphis,Tigers,Memphis,memphis.edu
Mercer University,Bears,Macon,mercer.edu
Mercyhurst College,Lakers,Erie,mercyhurst.edu
Messiah College,Mechanicsburg,messiah.edu
Methodist University,Monarchs,Fayetteville,methodist.edu
Metropolitan State University of Denver,Roadrunners,Denver,msudenver.edu
University of Miami,Hurricanes,Coral Gables,miami.edu
Miami Dade College,Miami,mdc.edu
Miami University,RedHawks,Oxford,miamioh.edu
University of Michigan,Wolverines,Ann Arbor,umich.edu
Michigan State University,Spartans,East Lansing,msu.edu
Michigan Technological University,Huskies,Houghton,mtu.edu
MidAmerica Nazarene University,The Pioneers,Olathe,mnu.edu
Middle Tennessee State University,Blue Raiders,Murfreesboro,mtsu.edu
Middlebury College,Panthers,Middlebury,middlebury.edu
Midland University,Fremont,midlandu.edu
Midwestern State University,Mustangs,Wichita Falls,msutexas.edu
Mills College,Oakland,mills.edu
Milligan College,Buffaloes,Milligan College,milligan.edu
Millsaps College,Majors,Lady Majors,Jackson,millsaps.edu
Millersville University of Pennsylvania,Marauders,Millersville,millersville.edu
University of Minnesota,Golden Gophers,Minneapolis,Saint Paul,umn.edu
University of Minnesota Crookston,Crookston,umcrookston.edu
University of Minnesota Duluth,Bulldogs,Duluth,d.umn.edu
University of Minnesota Morris,Morris,morris.umn.edu
"Minnesota State University, Mankato",Mavericks,Mankato,mnsu.edu
Minnesota State University Moorhead,Dragons,Moorhead,mnstate.edu
Misericordia University,Cougars,Dallas[1],misericordia.edu
University of Mississippi,Rebels,University,olemiss.edu
Mississippi College,Choctaws,Clinton,mc.edu
Mississippi State University,Bulldogs,Mississippi State,Starkville,msstate.edu
Mississippi Valley State University,Delta Devils,Devilettes,Mississippi Valley State,mvsu.edu
University of Missouri,Tigers,Columbia,missouri.edu
University of Missouri at Kansas City,Kangaroos,Kansas City,umkc.edu
University of Missouri at St. Louis,Tritons,St. Louis,umsl.edu
Missouri University of Science and Technology,Miners,Rolla,mst.edu
Missouri Southern State University,Lions,Joplin,mssu.edu
Missouri Western State University,Griffons,Saint Joseph,missouriwestern.edu
Missouri State University,Springfield,missouristate.edu
Missouri Valley College,Vikings,Marshall,moval.edu
Massachusetts Institute of Technology,Engineers,Cambridge,web.mit.edu
University of Mobile,The Rams,Mobile,umobile.edu
Monmouth University,Hawks,West Long Branch,monmouth.edu
University of Montana,Grizzlies,Lady Griz,Missoula,umt.edu
Montana State University,Bobcats,Bozeman,montana.edu
Montclair State University,Red Hawks,Montclair,montclair.edu
University of Montevallo,Falcons,montevallo.edu
Moravian College,Greyhounds,Bethlehem,moravian.edu
Morehead State University,Eagles,Morehead,moreheadstate.edu
Morgan State University,Bears,Baltimore,morgan.edu
Morningside College,Mustangs,Sioux City,morningside.edu
Morrisville State College,Morrisville,morrisville.edu
Mount Mercy College,Mustangs,Cedar Rapids,mtmercy.edu
Mount St. Mary's University,Mountaineers,Emmitsburg,msmary.edu
Mount Union College,Purple Raiders,Alliance,mountunion.edu
Muhlenberg College,Mules,Allentown,muhlenberg.edu
Murray State College,Tishomingo,mscok.edu
Murray State University,Racers,Murray,murraystate.edu
Muskingum University,Fighting Muskies,New Concord,muskingum.edu
United States Naval Academy,Midshipmen,Annapolis,usna.edu
University of Nebraska,Cornhuskers,Lincoln,unl.edu
University of Nebraska at Kearney,Lopers,Kearney,unk.edu
University of Nebraska at Omaha,Mavericks,Omaha,unomaha.edu
Nebraska Wesleyan University,Lincoln,nebrwesleyan.edu
"University of Nevada, Reno",Wolf Pack,Reno,unr.edu
"University of Nevada, Las Vegas",Rebels,Paradise,unlv.edu
"University of New England, Maine",Nor'easters,Biddeford,une.edu
University of New Hampshire,Wildcats,Durham,unh.edu
University of New Haven,Chargers,West Haven,newhaven.edu
New Jersey Institute of Technology,Highlanders,Newark,njit.edu
University of New Mexico,Lobos,Albuquerque,unm.edu
New Mexico State University,Aggies,Las Cruces,nmsu.edu
New Mexico Institute of Mining and Technology,Socorro,nmt.edu
University of New Orleans,Privateers,New Orleans,uno.edu
New York University,Violets,New York,nyu.edu
Niagara University,Purple Eagles,Lewiston,niagara.edu
Nicholls State Colonels,Colonels,Thibodaux,geauxcolonels.com
Norfolk State University,Spartans,Norfolk,nsu.edu
University of North Alabama,Lions,Florence,una.edu
University of North Carolina at Asheville,Bulldogs,Asheville,unca.edu
University of North Carolina at Chapel Hill,Tar Heels,Chapel Hill,unc.edu
University of North Carolina at Charlotte,49ers,Charlotte,uncc.edu
University of North Carolina at Greensboro,Spartans,Greensboro,uncg.edu
University of North Carolina at Pembroke,Braves,Pembroke,uncp.edu
University of North Carolina Wilmington,Seahawks,Wilmington,uncw.edu
North Carolina Agricultural and Technical State University,Aggies,Greensboro,ncat.edu
North Carolina Central University,Eagles,Durham,nccu.edu
North Carolina School of the Arts,Winston-Salem,uncsa.edu
North Carolina State University,Wolfpack,Raleigh,ncsu.edu
University of North Dakota,Fighting Hawks,Grand Forks,und.edu
North Dakota State University,Bison,Thundering Herd,Fargo,ndsu.edu
University of North Georgia,Nighthawks,Dahlonega,ung.edu
University of North Florida,Ospreys,Jacksonville,unf.edu
North Park University,Chicago,northpark.edu
University of North Texas,Mean Green,Denton,unt.edu
"Northeastern University, Boston",Huskies,Boston,northeastern.edu
Northeastern State University,RiverHawks,Tahlequah,nsuok.edu
Northern Arizona University,Lumberjacks,Flagstaff,nau.edu
University of Northern Colorado,Bears,Greeley,unco.edu
Northern Illinois University,Huskies,DeKalb,niu.edu
University of Northern Iowa,Panthers,Cedar Falls,uni.edu
Northern Kentucky University,Norse,Highland Heights,nku.edu
Northrop University,Inglewood
Northern Michigan University,Wildcats,Marquette,nmu.edu
Northern New Mexico College,Española,nnmc.edu
Northwest Christian University,Beacons (2008 - Present),Eugene,nwcu.edu
Northwest Florida State College,Niceville,nwfsc.edu
Northwest Missouri State University,Bearcats,Maryville,nwmissouri.edu
Northwestern College (Iowa),Red Raiders,Orange City,nwciowa.edu
Northwestern University,Wildcats,Evanston,northwestern.edu
Northwestern State University,Demons,Lady Demons,Natchitoches,nsula.edu
Norwich University,Northfield,norwich.edu
University of Notre Dame,Fighting Irish,Notre Dame,nd.edu
Nova Southeastern University,Sharks,Fort Lauderdale,nova.edu
Oakland University,Golden Grizzlies,Rochester,oakland.edu
Oakton Community College,Des Plaines,oakton.edu
Oberlin College,Yeomen,Yeowomen,Oberlin,oberlin.edu
Occidental College,Tigers,Los Angeles,Oxy.edu
Oglethorpe University,Stormy Petrels,Brookhaven,oglethorpe.edu
Ohio University,Bobcats,Athens,ohio.edu
Ohio Northern University,Polar Bears,Ada,onu.edu
Ohio State University,Buckeyes,Columbus,osu.edu
Ohio Valley University,Fighting Scots,Vienna,ovu.edu
Ohio Wesleyan University,Battling Bishops,Delaware,owu.edu
University of Oklahoma,Sooners,Norman,ou.edu
Oklahoma City University,Stars,Oklahoma City,okcu.edu
Oklahoma State University,Cowboys,Cowgirls,Stillwater,go.okstate.edu
Oklahoma Panhandle State University,Aggies,Goodwell,opsu.edu
Oklahoma Wesleyan University,Eagles,Bartlesville,okwu.edu
Ole Miss,Rebels,University,olemiss.edu
Old Dominion University,Monarchs,Norfolk,odu.edu
Olivet Nazarene University,Tigers,Bourbonnais,olivet.edu
Oral Roberts University,Golden Eagles,Tulsa,oru.edu
University of Oregon,Ducks,Eugene,uoregon.edu
Oregon State University,Beavers,Corvallis,oregonstate.edu
Oregon Institute of Technology,Owls,Klamath Falls,oit.edu
State University of New York at Oswego,Lakers,Oswego,oswego.edu
Ouachita Baptist University,Tigers,Arkadelphia,obu.edu
College of the Ozarks,Bobcats,Lady Cats,Point Lookout,cofo.edu
University of the Ozarks,Ozarks,Clarksville,ozarks.edu
Pace University,Setter,New York,pace.edu
University of the Pacific (United States),Tigers,Sacramento,pacific.edu
Pacific University,Boxers,pacificu.edu
Pacific Lutheran University,Lutes,Parkland,plu.edu
Palm Beach Atlantic University,Sailfish,West Palm Beach,pba.edu
Palm Beach State College,Panthers,Palm Beach,palmbeachstate.edu
Park University,Parkville,park.edu
Pasadena City College,Lancer,Pasadena,pasadena.edu
Pasco–Hernando State College,New Port Richey,phsc.edu
Pensacola Christian College,Eagles,pcci.edu
Pensacola State College,Pensacola,pensacolastate.edu
University of Pennsylvania,Quakers,Philadelphia,upenn.edu
Pennsylvania State University,Nittany Lions,University Park,psu.edu
Pepperdine University,Waves,Malibu,pepperdine.edu
University of Pikeville,UPIKE,Bears,Lady Bears,Pikeville,upike.edu
Pittsburg State University,Gorillas,Pittsburg,pittstate.edu
University of Pittsburgh,Panthers,Pittsburgh,pitt.edu
University of Pittsburgh at Bradford,Panthers,Bradford,upb.pitt.edu
University of Pittsburgh at Greensburg,Pitt-Greensburg,Bobcats,Greensburg,upg.pitt.edu
University of Pittsburgh at Johnstown,Mountain Cats,Johnstown,upj.pitt.edu
University of Pittsburgh at Titusville,Pitt-Titusville,UPTPanthers,Titusville,upt.pitt.edu
Pitzer College,Claremont,pitzer.edu
Point Loma Nazarene University,Sea Lions,San Diego,pointloma.edu
Point Park University,Pioneers,Pittsburgh,pointpark.edu
Point University,Skyhawks,West Point,point.edu
Polk State College,Eagles,Winter Haven,polk.edu
Pomona College,Sagehens,Claremont,pomona.edu
University of Portland,Pilots,Portland,up.edu
Portland State University,Vikings,Portland,pdx.edu
Post University,Eagles,Waterbury,post.edu
Prairie View A&M University,The Hill,Panthers,Lady Panthers,Prairie View,pvamu.edu
Presbyterian College,Blue Hose,Clinton,presby.edu
Princeton University,Tigers,Princeton,princeton.edu
Providence College,Friars,Providence,providence.edu
University of Puerto Rico at Mayagüez,Colegio,Mayagüez,uprm.edu
Purdue University,Boilermakers,West Lafayette,purdue.edu
Purdue University Calumet,Pride,Hammond,Westville,pnw.edu
IPFW,Mastodons,Fort Wayne
Quinnipiac University,Bobcats,Hamden,North Haven,qu.edu
Quincy University,Hawks,Quincy,quincy.edu
Radford University,Highlanders,Radford,radford.edu
Randolph-Macon College,Yellow Jackets,Ashland,rmc.edu
University of Redlands,Bulldogs,Redlands,redlands.edu
Reed College,Portland,reed.edu
Regis University,Rangers,Denver,regis.edu
Reinhardt University,Waleska,reinhardt.edu
Rensselaer Polytechnic Institute,Engineers,Troy,rpi.edu
University of Richmond,Spiders,Richmond,richmond.edu
Rice University,Owls,Houston,rice.edu
Rider University,Broncs,Lawrenceville,rider.edu
University of Rhode Island,Rams,Kingston,uri.edu
Rhode Island College,Providence,North Providence,ric.edu
Rhode Island School of Design,Providence,risd.edu
Rhodes College,Lynx,Memphis,rhodes.edu
Roanoke College,Maroons,Salem,roanoke.edu
University of Rochester,Yellowjackets,Rochester,rochester.edu
Robert Morris University,Colonials,Moon Township,rmu.edu
Robert Morris University (Illinois),Eagles,Chicago,robertmorris.edu
Rochester Institute of Technology,Tigers,Henrietta,rit.edu
Rock Valley College,Golden Eagles,Rockford,rockvalleycollege.edu
Rockford University,Regents,Rockford,rockford.edu
Rollins College,Tars,Winter Park,rollins.edu
Rose-Hulman Institute of Technology,Fightin' Engineers,Terre Haute,rose-hulman.edu
Rosemont College,Ravens,Rosemont,rosemont.edu
Rowan University,Profs,Glassboro,Official website
Rutgers University,Scarlet Knights (New Brunswick)Scarlet Raptors (Camden)Scarlet Raiders (Newark),New Brunswick,rutgers.edu
Rutgers–Camden,Camden,camden.rutgers.edu
Rutgers–Newark,Scarlet Raiders,Newark,newark.rutgers.edu
Sacramento State University,Hornets,Sacramento,csus.edu
Sacred Heart University,Pioneers,Fairfield,sacredheart.edu
Sage Colleges,Gators,Albany,sage.edu
Saint Ambrose University,Fighting Bees,Davenport,sau.edu
Saint Anselm College,Hawks,Goffstown,anselm.edu
College of Saint Benedict/Saint John's University, St. Joseph,csbsju.edu
Saint Bonaventure University,Bonnies,Allegany,sbu.edu
Saint Cloud State University,Huskies,St. Cloud,stcloudstate.edu
Saint Edward's University,Hilltoppers,Austin,stedwards.edu
University of Saint Francis (Indiana),Cougars,Fort Wayne,sf.edu
Saint Francis College,Terriers,Brooklyn Heights,New York,sfc.edu
Saint Francis University,Red Flash,Loretto,francis.edu
St. John Fisher College,Cardinals,Rochester,sjfc.edu
St. Johns River State College,Palatka,sjrstate.edu
St. John's College (Annapolis/Santa Fe),Annapolis,Santa Fe,sjc.edu
College of Saint Benedict/Saint John's University, St. Joseph,csbsju.edu
"Saint John's University, New York",Red Storm,New York,stjohns.edu
Saint Joseph's College (Indiana),Pumas,Rensselaer,saintjoe.edu
Saint Joseph's College (New York),SJC Brooklyn - BearsSJC Long Island - Golden Eagles,Brooklyn and Patchogue,sjcny.edu
Saint Joseph's College of Maine,Monks,Standish,sjcme.edu
Saint Joseph's University,Hawks,Philadelphia,Lower Merion,sju.edu
Saint Lawrence University,Saints,Canton,stlawu.edu
Saint Leo University,Lions,Saint Leo,saintleo.edu
St. Louis Community College,Archers,St. Louis,stlcc.edu
Saint Louis University,Billikens,St. Louis,slu.edu
St. Louis College of Pharmacy,stlcop.edu
University of Saint Mary,Spires,Leavenworth,stmary.edu
Saint Mary's College of California,Gaels,Moraga,stmarys-ca.edu
Saint Mary's University of Minnesota,Cardinals,Winona,Minneapolis,smumn.edu
Saint Mary-of-the-Woods College,Saint Mary-of-the-Woods,smwc.edu
Saint Michael's College,Purple Knights,Colchester,smcvt.edu
Saint Olaf College,Oles,Northfield,stolaf.edu
St. Petersburg College,St. Petersburg,spcollege.edu
Saint Peter's University,Peacocks,Jersey City,saintpeters.edu
St. Thomas University (Florida),STU,Miami Gardens,stu.edu
University of Saint Thomas (Minnesota),Tommies,St. Paul–Minneapolis,stthomas.edu
Saint Vincent College,Bearcats,Latrobe,stvincent.edu
Saint Xavier University,Cougars,Chicago,sxu.edu
Salem International University,Salem,salemu.edu
Salem State University,Vikings,Salem,salemstate.edu
Salisbury University,Sea Gulls,Salisbury,salisbury.edu.
Sam Houston State University,Bearkats,Huntsville,shsu.edu
Samford University,Bulldogs,Homewood,samford.edu
University of San Diego,Toreros,San Diego,sandiego.edu
San Diego State University,Aztecs,San Diego,sdsu.edu
University of San Francisco,USFer,usfca.edu
San Jose State University,Spartans,San Jose,sjsu.edu
Santa Clara University,Broncos,Santa Clara,scu.edu
Santa Fe College,Saints,Gainesville,sfcollege.edu
Savannah College of Art and Design,Savannah,Atlanta,scad.edu
Savannah State University,Tigers,Lady Tigers,Savannah,savannahstate.edu
Schoolcraft College,Livonia,schoolcraft.edu
Scottsdale Community College,Fighting Artichokes,Scottsdale,scottsdalecc.edu
Seattle University,Redhawks,Seattle,seattleu.edu
Seattle Pacific University,Falcons,Seattle,spu.edu
Seton Hall University,Pirates,South Orange,shu.edu
Seton Hill University,Griffins,Greensburg,setonhill.edu
"Sewanee, The University of the South",Tigers,Sewanee,sewanee.edu
Siena College,Saints,Loudonville
Simmons College of Kentucky,Louisville,simmonscollegeky.edu
Bard College at Simon's Rock,Great Barrington,simons-rock.edu
Simpson College,The Storm,Indianola,simpson.edu
Shawnee State University,Bears,Portsmouth,shawnee.edu
Shepherd University,Rams,Shepherdstown,shepherd.edu
Shimer College,Chicago,shimer.edu
Shippensburg University of Pennsylvania,Raiders,Shippensburg,ship.edu
Skidmore College,Thoroughbreds,T-Breds,Saratoga Springs,skidmore.edu
Slippery Rock University of Pennsylvania,The Rock,Slippery Rock,sru.edu
Smith College,Pioneers,Northampton,smith.edu
University of South Alabama,Jaguars,Mobile,southalabama.edu
University of South Carolina,Gamecocks,Columbia,sc.edu
University of South Carolina Beaufort,Sand Sharks,Beaufort,uscb.edu
University of South Carolina Upstate,Spartans,Spartanburg,uscupstate.edu
South Carolina State University,Bulldogs or Lady Bulldogs,Orangeburg,scsu.edu
University of South Dakota,Coyotes,Vermillion,usd.edu
South Dakota School of Mines and Technology,Hardrockers,Rapid City,sdsmt.edu
South Dakota State University,Jackrabbits,Brookings,sdstate.edu
University of South Florida,Bulls,Tampa,usf.edu
Southeast Missouri State University,Redhawks (Division I FCS),Cape Girardeau,semo.edu
Southeastern University (Florida),Fire,Lakeland,seu.edu
Southeastern Louisiana University,Lions,Lady Lions,Hammond,southeastern.edu
Southeastern Oklahoma State University,Savage Storm,Durant,se.edu
Southeastern University (Florida),Fire,Lakeland,seu.edu
Southern Arkansas University,Muleriders,Magnolia,saumag.edu
University of Southern California,Trojans,Los Angeles,usc.edu
Southern University and A&M College,Jaguars,Lady Jaguars,Baton Rouge,subr.edu
Southern Connecticut State University,Owls,New Haven,southernct.edu
Southern Illinois University Carbondale,Salukis,Carbondale,siu.edu
Southern Illinois University Edwardsville,Cougars,Edwardsville,siue.edu
University of Southern Indiana,Screaming Eagles,Evansville,usi.edu
University of Southern Maine,Huskies,Gorham,usm.maine.edu
Southern Methodist University,Mustangs,University Park,smu.edu
The University of Southern Mississippi,Golden Eagles,Hattiesburg,usm.edu
Southern Nazarene University,Crimson Storm,Bethany,snu.edu
Southern New Hampshire University,Penmen,Manchester,Hooksett,snhu.edu
Southern Utah University,Thunderbirds,Cedar City,suu.edu
Southern Virginia University,Knights,Buena Vista,svu.edu
Southwest Minnesota State University,Mustangs,Marshall,smsu.edu
Southwest Baptist University,Bearcats,Bolivar,sbuniv.edu
Southwestern College (Kansas),Moundbuilders,Winfield,sckans.edu
Southwestern Moundbuilders,Moundbuilders,Winfield,buildersports.com
Southwestern University,Pirates,Georgetown,southwestern.edu
Spring Hill College,Badgers,Mobile,shc.edu
Springfield College,Pride,Springfield,springfield.edu
St. Thomas University (Florida),STU,Miami Gardens,stu.edu
Stanford University,Cardinal,Stanford,stanford.edu
College of Staten Island,csi.cuny.edu
Stephen F. Austin State University,Lumberjacks,Ladyjacks,Nacogdoches,sfasu.edu
Stetson University,Hatters,DeLand,stetson.edu
Stockton University,The Ospreys,Galloway,stockton.edu
Stonehill College,Skyhawks,North Easton,stonehill.edu
Stony Brook University,Seawolves,Stony Brook,stonybrook.edu
"University at Buffalo, The State University of New York",Bulls,Buffalo,buffalo.edu
SUNY Brockport,Golden Eagles,Brockport,brockport.edugobrockport.com
SUNY Cortland,Red Dragons,Cortland,cortland.edu
State University of New York College of Environmental Science and Forestry,Mighty Oaks,Syracuse,esf.edu
SUNY Fredonia,Blue Devils,Fredonia,fredonia.edu
SUNY Geneseo,Geneseo,geneseo.edu
SUNY Institute of Technology,Wildcats,Albany,Marcy,sunypoly.edu
SUNY New Paltz,Hawks,newpaltz.edu
SUNY Oneonta,Red Dragons,Oneonta,suny.oneonta.edu
SUNY Plattsburgh,Cardinals,Plattsburgh,plattsburgh.edu
SUNY Potsdam,Bears,Potsdam,potsdam.edu
SUNY Purchase,Panthers,Harrison,purchase.edu
Sussex County Community College,Skylanders,Newton,sussex.edu
Sweet Briar College,Vixens,Sweet Briar,sbc.edu
Syracuse University,Orange,Syracuse,syracuse.edu
Tabor College (Kansas),Bluejays,Hillsboro,tabor.edu
Tabor Bluejays,Bluejays,Hillsboro,taborbluejays.com
Tallahassee Community College,Eagles,Tallahassee,tcc.fl.edu
University of Tampa,Spartans,Tampa,ut.edu
Tarleton State University,Texans/TexAnns,Stephenville,tarleton.edu
Taylor University,Trojans,Upland,taylor.edu
The College of New Jersey,Lions,Ewing,tcnj.edu
Temple University,Owls,Philadelphia,temple.edu
University of Tennessee, Volunteers,Lady Volunteers,Knoxville,utk.edu
University of Tennessee at Chattanooga,Mocs,Chattanooga,utc.edu
University of Tennessee at Martin,Skyhawks,Martin,utm.edu
Tennessee State University,Tigers,Nashville,tnstate.edu
Tennessee Technological University,Golden Eagles,Cookeville,tntech.edu
Tennessee Temple University,Crusaders,Chattanooga,tntemple.edu
University of Texas,Longhorns,Austin,utexas.edu
University of Texas at Arlington,Mavericks,Arlington,uta.edu
University of Texas at Brownsville,Ocelots,Brownsville,utb.edu
Texas Christian University,Horned Frogs,Fort Worth,tcu.edu
University of Texas at Dallas,Comets,Richardson,Dallas,utdallas.edu
University of Texas at El Paso,Miners,El Paso,utep.edu
University of Texas-Pan American,Broncs,Edinburg,utpa.edu
University of Texas of the Permian Basin,Falcons,Odessa,utpb.edu
University of Texas–Rio Grande Valley,Vaqueros,Brownsville,utrgv.edu
University of Texas at San Antonio,Roadrunners,San Antonio,utsa.edu
University of Texas at Tyler,Patriots,Tyler,uttyler.edu
Texas A&M University,Aggies,College Station,tamu.edu
Texas A&M University-Commerce,Lions,Commerce,tamuc.edu
Texas A&M University-Corpus Christi,Islanders,Corpus Christi,tamucc.edu
Texas A&M International University,Dustdevils,Laredo,tamiu.edu
Texas A&M University-Kingsville,Javelinas,Kingsville,tamuk.edu
Texas Lutheran University,Seguin,tlu.edu
Texas Southern University,Tigers,Houston,tsu.edu
Texas State University,Bobcats,San Marcos,txstate.edu
Texas Tech University,Red Raiders,Lubbock,ttu.edu
Texas Wesleyan University,Rams,Fort Worth,txwes.edu
Thiel College,Tomcats,Greenville,thiel.edu
Thomas University,Night Hawks,Thomasville,thomasu.edu
Thomas More College (Kentucky),Saints,Crestview Hills,thomasmore.edu
Toccoa Falls College,TFC,Toccoa Falls,tfc.edu
University of Toledo,Rockets,Toledo,utoledo.edu
Towson State University,Tigers,Towson,towson.edu
Transylvania University,Pioneers,Lexington,transy.edu
Trevecca Nazarene University,Trojans,The Vec,Nashville,trevecca.edu
Trine University,Thunder,Angola,trine.edu
Trinity Baptist College,Jacksonville,tbc.edu
Trinity Christian College,Trolls,Palos Heights,trnty.edu
Trinity College (Connecticut),Bantams,Hartford,trincoll.edu
Trinity College (Florida),New Port Richey,trinitycollege.edu
Trinity University (Texas),Tigers,San Antonio,trinity.edu
Troy University,Trojans,Troy,troy.edu
Truman State University,Bulldogs,Kirksville,truman.edu
Tufts University,Jumbos,Medford,Somerville,tufts.edu
Tulane University,Green Wave,New Orleans,tulane.edu
University of Tulsa,Golden Hurricane,Tulsa,utulsa.edu
Turtle Mountain Community College,tm.edu
Tusculum College,Tusculum,tusculum.edu
Tuskegee University,Golden Tigers,Tuskegee,tuskegee.edu
Union College (Kentucky),Bulldogs,Barbourville,unionky.edu
Union College,Dutchmen/Dutchwomen,Schenectady,union.edu
Union University,Bulldogs,Jackson,uu.edu
University of Utah,Utes,Salt Lake City,utah.edu
Upper Iowa University,Peacocks,Fayette,uiu.edu
Utah State University,Aggies,Logan,usu.edu
Utah Valley University,Wolverines,Orem,uvu.edu
Utica College,Pioneers,Utica,utica.edu
Valdosta State University,Blazers,Valdosta,valdosta.edu
Valparaiso University,Crusaders,Valparaiso,valpo.edu
Vanderbilt University,Commodores,Nashville,vanderbilt.edu
Vassar College,Brewers,Poughkeepsie,vassar.edu
University of Vermont,Catamounts,Burlington,uvm.edu
Stevenson University,Mustangs,Owings Mills,Stevenson,stevenson.edu
Villanova University,Wildcats,villanova.edu
Vincennes University,Vincennes,vinu.edu
University of Virginia,CavaliersWahoos,Charlottesville,virginia.edu
Virginia Commonwealth University,Rams,Richmond,vcu.edu
Virginia Military Institute,Keydets,Lexington,vmi.edu
Virginia State University,Trojans,Petersburg,vsu.edu
Virginia Polytechnic Institute and State University,Hokies,Blacksburg,vt.edu
Virginia Union University,Panthers,Richmond,vuu.edu
Virginia Wesleyan College,Marlins,Virginia Beach,vwu.edu
Viterbo University,V-Hawks,La Crosse,viterbo.edu
Voorhees College,Denmark,voorhees.edu
Wabash College,Little Giants,Crawfordsville,wabash.edu
Wagner College,Seahawks,Staten Island,wagner.edu
Wake Forest University,Demon Deacons,Winston-Salem,wfu.edu
Waldorf College,Warriors,Forest City,waldorf.edu
Walsh University,Cavaliers,North Canton,walsh.edu
Warner University,Royals,Lake Wales,warner.edu
Wartburg College,Knights,Waverly,wartburg.edu
Washburn University,Ichabods,Topeka,washburn.edu
University of Washington,Huskies,Seattle,washington.edu
Washington University in St. Louis,Bears,St. Louis,wustl.edu
Washington and Jefferson,Presidents,Washington,washjeff.edu
Washington & Jefferson Presidents,The Presidents,Washington,gopresidents.com
Washington and Lee University,The Generals,Lexington,wlu.edu
Washington State University,Cougars,Pullman,wsu.edu
Wayland Baptist University,PioneersFlying Queens,Plainview,wbu.edu
Wayne State College,Wildcats,Wayne,wsc.edu
Wayne State University,Warriors,Detroit,wayne.edu
Webber International University,Warriors,Babson Park,webber.edu
Weber State University,Wildcats,Ogden,weber.edu
Webster University,Gorloks,Webster Groves,webster.edu
Wellesley College,Blue,Wellesley,Wellesley.edu
Wentworth Institute of Technology,Boston,wit.edu
"Wesley College, Delaware",Wolverines,Dover,wesley.edu
Wesleyan University,Cardinals,Middletown,wesleyan.edu
University of West Alabama,Tigers,uwa.edu
West Chester University of Pennsylvania,Golden Rams,West Chester,WCUPA.edu
University of West Florida,Argonauts,Argos,Pensacola,uwf.edu
University of West Georgia,Wolves,Carrollton,westga.edu
West Liberty State College,Hilltoppers,West Liberty,westliberty.edu
West Texas A&M University,Buffaloes or Buffs,Canyon,wtamu.edu
West Los Angeles College,Culver City,wlac.edu
West Virginia University,Mountaineers,Morgantown,wvu.edu
West Virginia State University,Yellow Jackets,Institute,wvstateu.edu
West Virginia University at Parkersburg,Riverhawks,Parkersburg,wvup.edu
West Virginia University Institute of Technology,Golden Bears,Beckley,wvutech.edu
West Virginia Wesleyan College,Bobcats,Lady Bobcats,Buckhannon,wvwc.edu
Western Carolina University,Catamounts,Cullowhee,wcu.edu
Western Connecticut State University,Colonials,Danbury,wcsu.edu
Western Illinois University,Leathernecks,Macomb,wiu.edu
Western Kentucky University,Hilltoppers,Lady Toppers,Bowling Green,wku.edu
Western Michigan University,Broncos,Kalamazoo,wmich.edu
Western Nebraska Community College,Scottsbluff,wncc.edu
Western Oregon University,Wolves,Monmouth,wou.edu
Western Texas College,The Westerners,Snyder,Official Website
Western Washington University,Vikings,Bellingham,wwu.edu
Westmont College,The Warriors,westmont.edu
Wheaton College (Illinois),Wheaton,wheaton.edu
Wheaton College (Massachusetts),Lyons,Norton,wheatoncollege.edu
Wheeling Jesuit University,Cardinals,Wheeling,wju.edu
Whitman College,Blues,Walla Walla,whitman.edu
Whittier College,The Poets,Whittier,whittier.edu
Wichita State University,Shockers,Wichita,wichita.edu
Widener University,Pride (introduced in 2006),formerly the Pioneers,the Cadets (when PMC),Chester,widener.edu
Wiley College,Wildcats,Marshall,wileyc.edu
Wilkes University,Colonels,wilkes.edu
College of William and Mary,Tribe,Williamsburg,wm.edu
William Carey University,Hattiesburg,wmcarey.edu
William Jewell College,Cardinals,Liberty,jewell.edu
William Paterson University,Pioneers,Wayne,wpunj.edu
William Penn University,Oskaloosa,wmpenn.edu
William Smith College,Statesmen (Hobart)Herons (WS),Geneva,hws.edu
William Woods University,Owls,Fulton,williamwoods.edu
Williams College,Ephs,Williamstown,williams.edu
Williston State College,Tetons,Williston,willistonstate.edu
Wilmington College (Ohio),Quakers,Wilmington,wilmington.edu
Winona State University,Warriors,Winona,winona.edu
Winston-Salem State University,Rams,Winston-Salem,wssu.edu
Winthrop University,Eagles,Rock Hill,winthrop.edu
